"participant","seed","sort","image","final_img_pos","posX","posY","subject","subjCode","Age","Gender","age_bin","age_group","image_cat","image_tax_cat"
"221",21,"Sort2","M15surp_o","[ 358. -223.]",358,-223,"p221",NA,NA,NA,"adults","adults","surp","surp"
"221",21,"Sort2","F01fear_c","[-500.  224.]",-500,224,"p221",NA,NA,NA,"adults","adults","fear","fear"
"221",21,"Sort2","F13exc_o","[ 358.  224.]",358,224,"p221",NA,NA,NA,"adults","adults","exc","exc"
"221",21,"Sort2","F22sad_c","[-643.  -74.]",-643,-74,"p221",NA,NA,NA,"adults","adults","sad","sad"
"221",21,"Sort2","F07neut_c","[-643.  224.]",-643,224,"p221",NA,NA,NA,"adults","adults","neut","neut"
"222",22,"Practice","bird","[ 358.  224.]",358,224,"p222",NA,NA,NA,"adults","adults","bird","animal"
"222",22,"Practice","table","[-500.  224.]",-500,224,"p222",NA,NA,NA,"adults","adults","table","furniture"
"222",22,"Practice","squirrel","[ 358.   75.]",358,75,"p222",NA,NA,NA,"adults","adults","squirrel","animal"
"222",22,"Practice","bus","[-500. -223.]",-500,-223,"p222",NA,NA,NA,"adults","adults","bus","vehicle"
"222",22,"Practice","car","[-500. -372.]",-500,-372,"p222",NA,NA,NA,"adults","adults","car","vehicle"
"222",22,"Sort1","M07hap_c","[ 501.  224.]",501,224,"p222",NA,NA,NA,"adults","adults","hap","hap"
"222",22,"Sort1","M07exc_c","[ 501.   75.]",501,75,"p222",NA,NA,NA,"adults","adults","exc","exc"
"222",22,"Sort1","M07surp_c","[-500.  373.]",-500,373,"p222",NA,NA,NA,"adults","adults","surp","surp"
"222",22,"Sort1","M07ang_c","[-643. -372.]",-643,-372,"p222",NA,NA,NA,"adults","adults","ang","ang"
"222",22,"Sort1","M07hap_o","[ 644.  -74.]",644,-74,"p222",NA,NA,NA,"adults","adults","hap","hap"
"222",22,"Sort1","M07fear_o","[  72. -372.]",72,-372,"p222",NA,NA,NA,"adults","adults","fear","fear"
"222",22,"Sort1","M07calm_o","[ 501.  373.]",501,373,"p222",NA,NA,NA,"adults","adults","calm","calm"
"222",22,"Sort1","M07sad_c","[-643.  -74.]",-643,-74,"p222",NA,NA,NA,"adults","adults","sad","sad"
"222",22,"Sort1","M07sad_o","[ 215. -372.]",215,-372,"p222",NA,NA,NA,"adults","adults","sad","sad"
"222",22,"Sort1","M07disg_o","[ -71.  373.]",-71,373,"p222",NA,NA,NA,"adults","adults","disg","disg"
"222",22,"Sort1","M07surp_o","[ 501.  -74.]",501,-74,"p222",NA,NA,NA,"adults","adults","surp","surp"
"222",22,"Sort1","M07neut_o","[  72. -223.]",72,-223,"p222",NA,NA,NA,"adults","adults","neut","neut"
"222",22,"Sort1","M07neut_c","[-500.  224.]",-500,224,"p222",NA,NA,NA,"adults","adults","neut","neut"
"222",22,"Sort1","M07calm_c","[ 644.  373.]",644,373,"p222",NA,NA,NA,"adults","adults","calm","calm"
"222",22,"Sort1","M07exc_o","[ -71. -372.]",-71,-372,"p222",NA,NA,NA,"adults","adults","exc","exc"
"222",22,"Sort1","M07ang_o","[-500.  -74.]",-500,-74,"p222",NA,NA,NA,"adults","adults","ang","ang"
"222",22,"Sort1","M07disg_c","[-643. -223.]",-643,-223,"p222",NA,NA,NA,"adults","adults","disg","disg"
"222",22,"Sort1","M07fear_c","[-643.  224.]",-643,224,"p222",NA,NA,NA,"adults","adults","fear","fear"
"222",22,"Sort2","M05exc_c","[ 644.  373.]",644,373,"p222",NA,NA,NA,"adults","adults","exc","exc"
"222",22,"Sort2","F10disg_o","[-643.  373.]",-643,373,"p222",NA,NA,NA,"adults","adults","disg","disg"
"222",22,"Sort2","M08fear_o","[-643. -372.]",-643,-372,"p222",NA,NA,NA,"adults","adults","fear","fear"
"222",22,"Sort2","F17calm_o","[ 644.  224.]",644,224,"p222",NA,NA,NA,"adults","adults","calm","calm"
"222",22,"Sort2","M04disg_c","[-643.   75.]",-643,75,"p222",NA,NA,NA,"adults","adults","disg","disg"
"222",22,"Sort2","F13exc_o","[ 644.   75.]",644,75,"p222",NA,NA,NA,"adults","adults","exc","exc"
"222",22,"Sort2","M14neut_o","[-500. -372.]",-500,-372,"p222",NA,NA,NA,"adults","adults","neut","neut"
"222",22,"Sort2","F22sad_c","[-500.   75.]",-500,75,"p222",NA,NA,NA,"adults","adults","sad","sad"
"222",22,"Sort2","M17sad_o","[-357.   75.]",-357,75,"p222",NA,NA,NA,"adults","adults","sad","sad"
"222",22,"Sort2","M12hap_o","[ 644.  -74.]",644,-74,"p222",NA,NA,NA,"adults","adults","hap","hap"
"222",22,"Sort2","M15surp_o","[-357. -372.]",-357,-372,"p222",NA,NA,NA,"adults","adults","surp","surp"
"222",22,"Sort2","F01fear_c","[-643.  -74.]",-643,-74,"p222",NA,NA,NA,"adults","adults","fear","fear"
"222",22,"Sort2","F14surp_c","[-214. -372.]",-214,-372,"p222",NA,NA,NA,"adults","adults","surp","surp"
"222",22,"Sort2","F15hap_c","[ 644. -223.]",644,-223,"p222",NA,NA,NA,"adults","adults","hap","hap"
"222",22,"Sort2","M03calm_c","[-500.  -74.]",-500,-74,"p222",NA,NA,NA,"adults","adults","calm","calm"
"222",22,"Sort2","F04ang_o","[-500.  373.]",-500,373,"p222",NA,NA,NA,"adults","adults","ang","ang"
"222",22,"Sort2","F07neut_c","[-357.  -74.]",-357,-74,"p222",NA,NA,NA,"adults","adults","neut","neut"
"222",22,"Sort2","M02ang_c","[-214.   75.]",-214,75,"p222",NA,NA,NA,"adults","adults","ang","ang"
"223",23,"Practice","table","[ 215.  224.]",215,224,"p223",NA,NA,NA,"adults","adults","table","furniture"
"223",23,"Practice","bus","[ 215. -223.]",215,-223,"p223",NA,NA,NA,"adults","adults","bus","vehicle"
"223",23,"Practice","bird","[-214.   75.]",-214,75,"p223",NA,NA,NA,"adults","adults","bird","animal"
"223",23,"Practice","squirrel","[-357.   75.]",-357,75,"p223",NA,NA,NA,"adults","adults","squirrel","animal"
"223",23,"Practice","car","[  72. -223.]",72,-223,"p223",NA,NA,NA,"adults","adults","car","vehicle"
"223",23,"Sort1","M07sad_o","[-357. -372.]",-357,-372,"p223",NA,NA,NA,"adults","adults","sad","sad"
"223",23,"Sort1","M07sad_c","[-214. -372.]",-214,-372,"p223",NA,NA,NA,"adults","adults","sad","sad"
"223",23,"Sort1","M07neut_o","[ 358. -223.]",358,-223,"p223",NA,NA,NA,"adults","adults","neut","neut"
"223",23,"Sort1","M07disg_c","[ -71. -372.]",-71,-372,"p223",NA,NA,NA,"adults","adults","disg","disg"
"223",23,"Sort1","M07exc_c","[ 215.  224.]",215,224,"p223",NA,NA,NA,"adults","adults","exc","exc"
"223",23,"Sort1","M07ang_o","[ 358. -372.]",358,-372,"p223",NA,NA,NA,"adults","adults","ang","ang"
"223",23,"Sort1","M07surp_o","[ 501.  224.]",501,224,"p223",NA,NA,NA,"adults","adults","surp","surp"
"223",23,"Sort1","M07calm_o","[  72.  224.]",72,224,"p223",NA,NA,NA,"adults","adults","calm","calm"
"223",23,"Sort1","M07hap_o","[ 358.  224.]",358,224,"p223",NA,NA,NA,"adults","adults","hap","hap"
"223",23,"Sort1","M07fear_o","[ 215. -223.]",215,-223,"p223",NA,NA,NA,"adults","adults","fear","fear"
"223",23,"Sort1","M07hap_c","[ 501.   75.]",501,75,"p223",NA,NA,NA,"adults","adults","hap","hap"
"223",23,"Sort1","M07ang_c","[ 215. -372.]",215,-372,"p223",NA,NA,NA,"adults","adults","ang","ang"
"223",23,"Sort1","M07surp_c","[-357.  224.]",-357,224,"p223",NA,NA,NA,"adults","adults","surp","surp"
"223",23,"Sort1","M07disg_o","[ 501. -223.]",501,-223,"p223",NA,NA,NA,"adults","adults","disg","disg"
"223",23,"Sort1","M07neut_c","[-214.  224.]",-214,224,"p223",NA,NA,NA,"adults","adults","neut","neut"
"223",23,"Sort1","M07exc_o","[ 358.   75.]",358,75,"p223",NA,NA,NA,"adults","adults","exc","exc"
"223",23,"Sort1","M07fear_c","[-357.   75.]",-357,75,"p223",NA,NA,NA,"adults","adults","fear","fear"
"223",23,"Sort1","M07calm_c","[ 215.   75.]",215,75,"p223",NA,NA,NA,"adults","adults","calm","calm"
"223",23,"Sort2","M17sad_o","[-643. -372.]",-643,-372,"p223",NA,NA,NA,"adults","adults","sad","sad"
"223",23,"Sort2","F22sad_c","[-500. -372.]",-500,-372,"p223",NA,NA,NA,"adults","adults","sad","sad"
"223",23,"Sort2","F01fear_c","[-500.  373.]",-500,373,"p223",NA,NA,NA,"adults","adults","fear","fear"
"223",23,"Sort2","F07neut_c","[-357.  373.]",-357,373,"p223",NA,NA,NA,"adults","adults","neut","neut"
"223",23,"Sort2","F10disg_o","[ 215. -372.]",215,-372,"p223",NA,NA,NA,"adults","adults","disg","disg"
"223",23,"Sort2","F04ang_o","[  72. -372.]",72,-372,"p223",NA,NA,NA,"adults","adults","ang","ang"
"223",23,"Sort2","M15surp_o","[-357.  -74.]",-357,-74,"p223",NA,NA,NA,"adults","adults","surp","surp"
"223",23,"Sort2","M14neut_o","[-214.  373.]",-214,373,"p223",NA,NA,NA,"adults","adults","neut","neut"
"223",23,"Sort2","M04disg_c","[ 215. -223.]",215,-223,"p223",NA,NA,NA,"adults","adults","disg","disg"
"223",23,"Sort2","F13exc_o","[ 215.  224.]",215,224,"p223",NA,NA,NA,"adults","adults","exc","exc"
"223",23,"Sort2","M05exc_c","[ 358.  224.]",358,224,"p223",NA,NA,NA,"adults","adults","exc","exc"
"223",23,"Sort2","F17calm_o","[  72.  224.]",72,224,"p223",NA,NA,NA,"adults","adults","calm","calm"
"223",23,"Sort2","M08fear_o","[-214.  -74.]",-214,-74,"p223",NA,NA,NA,"adults","adults","fear","fear"
"223",23,"Sort2","M12hap_o","[ 501.  224.]",501,224,"p223",NA,NA,NA,"adults","adults","hap","hap"
"223",23,"Sort2","F14surp_c","[-500.  -74.]",-500,-74,"p223",NA,NA,NA,"adults","adults","surp","surp"
"223",23,"Sort2","M03calm_c","[-500.  224.]",-500,224,"p223",NA,NA,NA,"adults","adults","calm","calm"
"223",23,"Sort2","M02ang_c","[ 358. -372.]",358,-372,"p223",NA,NA,NA,"adults","adults","ang","ang"
"223",23,"Sort2","F15hap_c","[ 644.  224.]",644,224,"p223",NA,NA,NA,"adults","adults","hap","hap"
"224",24,"Practice","bird","[-214.   75.]",-214,75,"p224",NA,NA,NA,"adults","adults","bird","animal"
"224",24,"Practice","table","[ 215.   75.]",215,75,"p224",NA,NA,NA,"adults","adults","table","furniture"
"224",24,"Practice","bus","[ 215. -223.]",215,-223,"p224",NA,NA,NA,"adults","adults","bus","vehicle"
"224",24,"Practice","car","[  72. -223.]",72,-223,"p224",NA,NA,NA,"adults","adults","car","vehicle"
"224",24,"Practice","squirrel","[-214.  -74.]",-214,-74,"p224",NA,NA,NA,"adults","adults","squirrel","animal"
"224",24,"Sort1","M07fear_o","[-357.  224.]",-357,224,"p224",NA,NA,NA,"adults","adults","fear","fear"
"224",24,"Sort1","M07calm_o","[ 358.   75.]",358,75,"p224",NA,NA,NA,"adults","adults","calm","calm"
"224",24,"Sort1","M07ang_o","[ -71. -372.]",-71,-372,"p224",NA,NA,NA,"adults","adults","ang","ang"
"224",24,"Sort1","M07surp_o","[ 644.  373.]",644,373,"p224",NA,NA,NA,"adults","adults","surp","surp"
"224",24,"Sort1","M07hap_o","[ 501.  224.]",501,224,"p224",NA,NA,NA,"adults","adults","hap","hap"
"224",24,"Sort1","M07sad_o","[-500.   75.]",-500,75,"p224",NA,NA,NA,"adults","adults","sad","sad"
"224",24,"Sort1","M07neut_o","[-71. -74.]",-71,-74,"p224",NA,NA,NA,"adults","adults","neut","neut"
"224",24,"Sort1","M07surp_c","[ -71.  224.]",-71,224,"p224",NA,NA,NA,"adults","adults","surp","surp"
"224",24,"Sort1","M07ang_c","[ -71. -223.]",-71,-223,"p224",NA,NA,NA,"adults","adults","ang","ang"
"224",24,"Sort1","M07sad_c","[-500.  224.]",-500,224,"p224",NA,NA,NA,"adults","adults","sad","sad"
"224",24,"Sort1","M07fear_c","[-214.  224.]",-214,224,"p224",NA,NA,NA,"adults","adults","fear","fear"
"224",24,"Sort1","M07neut_c","[ 72. -74.]",72,-74,"p224",NA,NA,NA,"adults","adults","neut","neut"
"224",24,"Sort1","M07disg_o","[-214. -223.]",-214,-223,"p224",NA,NA,NA,"adults","adults","disg","disg"
"224",24,"Sort1","M07hap_c","[ 215.  224.]",215,224,"p224",NA,NA,NA,"adults","adults","hap","hap"
"224",24,"Sort1","M07calm_c","[ 215.   75.]",215,75,"p224",NA,NA,NA,"adults","adults","calm","calm"
"224",24,"Sort1","M07disg_c","[-357.  -74.]",-357,-74,"p224",NA,NA,NA,"adults","adults","disg","disg"
"224",24,"Sort1","M07exc_o","[ 215.  -74.]",215,-74,"p224",NA,NA,NA,"adults","adults","exc","exc"
"224",24,"Sort1","M07exc_c","[ 358.  224.]",358,224,"p224",NA,NA,NA,"adults","adults","exc","exc"
"224",24,"Sort2","F13exc_o","[ 501.  373.]",501,373,"p224",NA,NA,NA,"adults","adults","exc","exc"
"224",24,"Sort2","M14neut_o","[ -71. -223.]",-71,-223,"p224",NA,NA,NA,"adults","adults","neut","neut"
"224",24,"Sort2","F04ang_o","[-500. -372.]",-500,-372,"p224",NA,NA,NA,"adults","adults","ang","ang"
"224",24,"Sort2","M15surp_o","[ 358. -372.]",358,-372,"p224",NA,NA,NA,"adults","adults","surp","surp"
"224",24,"Sort2","M04disg_c","[-214. -223.]",-214,-223,"p224",NA,NA,NA,"adults","adults","disg","disg"
"224",24,"Sort2","M17sad_o","[-357.   75.]",-357,75,"p224",NA,NA,NA,"adults","adults","sad","sad"
"224",24,"Sort2","F01fear_c","[-214.  -74.]",-214,-74,"p224",NA,NA,NA,"adults","adults","fear","fear"
"224",24,"Sort2","M08fear_o","[  72. -223.]",72,-223,"p224",NA,NA,NA,"adults","adults","fear","fear"
"224",24,"Sort2","F17calm_o","[ 358.   75.]",358,75,"p224",NA,NA,NA,"adults","adults","calm","calm"
"224",24,"Sort2","F22sad_c","[-71.  75.]",-71,75,"p224",NA,NA,NA,"adults","adults","sad","sad"
"224",24,"Sort2","M02ang_c","[-500.  373.]",-500,373,"p224",NA,NA,NA,"adults","adults","ang","ang"
"224",24,"Sort2","F14surp_c","[ 215. -223.]",215,-223,"p224",NA,NA,NA,"adults","adults","surp","surp"
"224",24,"Sort2","M12hap_o","[-357.  224.]",-357,224,"p224",NA,NA,NA,"adults","adults","hap","hap"
"224",24,"Sort2","M05exc_c","[ 501.  224.]",501,224,"p224",NA,NA,NA,"adults","adults","exc","exc"
"224",24,"Sort2","F15hap_c","[ 358.  224.]",358,224,"p224",NA,NA,NA,"adults","adults","hap","hap"
"224",24,"Sort2","F07neut_c","[ 72.  75.]",72,75,"p224",NA,NA,NA,"adults","adults","neut","neut"
"224",24,"Sort2","M03calm_c","[ -71.  224.]",-71,224,"p224",NA,NA,NA,"adults","adults","calm","calm"
"224",24,"Sort2","F10disg_o","[-357. -223.]",-357,-223,"p224",NA,NA,NA,"adults","adults","disg","disg"
"225",25,"Practice","car","[-643.  373.]",-643,373,"p225",NA,NA,NA,"adults","adults","car","vehicle"
"225",25,"Practice","bus","[-500.  373.]",-500,373,"p225",NA,NA,NA,"adults","adults","bus","vehicle"
"225",25,"Practice","bird","[ 644. -372.]",644,-372,"p225",NA,NA,NA,"adults","adults","bird","animal"
"225",25,"Practice","squirrel","[ 644. -223.]",644,-223,"p225",NA,NA,NA,"adults","adults","squirrel","animal"
"225",25,"Practice","table","[ 644.  373.]",644,373,"p225",NA,NA,NA,"adults","adults","table","furniture"
"225",25,"Sort1","M07surp_c","[ -71. -372.]",-71,-372,"p225",NA,NA,NA,"adults","adults","surp","surp"
"225",25,"Sort1","M07calm_c","[ 215. -223.]",215,-223,"p225",NA,NA,NA,"adults","adults","calm","calm"
"225",25,"Sort1","M07neut_c","[ 501.  -74.]",501,-74,"p225",NA,NA,NA,"adults","adults","neut","neut"
"225",25,"Sort1","M07fear_c","[ 501.   75.]",501,75,"p225",NA,NA,NA,"adults","adults","fear","fear"
"225",25,"Sort1","M07neut_o","[ 644. -372.]",644,-372,"p225",NA,NA,NA,"adults","adults","neut","neut"
"225",25,"Sort1","M07sad_c","[ 358.  -74.]",358,-74,"p225",NA,NA,NA,"adults","adults","sad","sad"
"225",25,"Sort1","M07hap_o","[-357. -372.]",-357,-372,"p225",NA,NA,NA,"adults","adults","hap","hap"
"225",25,"Sort1","M07exc_o","[ 501.  224.]",501,224,"p225",NA,NA,NA,"adults","adults","exc","exc"
"225",25,"Sort1","M07calm_o","[ 215. -372.]",215,-372,"p225",NA,NA,NA,"adults","adults","calm","calm"
"225",25,"Sort1","M07disg_c","[ 215.   75.]",215,75,"p225",NA,NA,NA,"adults","adults","disg","disg"
"225",25,"Sort1","M07fear_o","[ 501.  373.]",501,373,"p225",NA,NA,NA,"adults","adults","fear","fear"
"225",25,"Sort1","M07ang_o","[-500.  224.]",-500,224,"p225",NA,NA,NA,"adults","adults","ang","ang"
"225",25,"Sort1","M07disg_o","[-214.  224.]",-214,224,"p225",NA,NA,NA,"adults","adults","disg","disg"
"225",25,"Sort1","M07exc_c","[-214. -372.]",-214,-372,"p225",NA,NA,NA,"adults","adults","exc","exc"
"225",25,"Sort1","M07surp_o","[-500. -372.]",-500,-372,"p225",NA,NA,NA,"adults","adults","surp","surp"
"225",25,"Sort1","M07sad_o","[ 215.  224.]",215,224,"p225",NA,NA,NA,"adults","adults","sad","sad"
"225",25,"Sort1","M07hap_c","[  72. -372.]",72,-372,"p225",NA,NA,NA,"adults","adults","hap","hap"
"225",25,"Sort1","M07ang_c","[ 72.  75.]",72,75,"p225",NA,NA,NA,"adults","adults","ang","ang"
"225",25,"Sort2","M08fear_o","[-643.   75.]",-643,75,"p225",NA,NA,NA,"adults","adults","fear","fear"
"225",25,"Sort2","F15hap_c","[ 644.   75.]",644,75,"p225",NA,NA,NA,"adults","adults","hap","hap"
"225",25,"Sort2","F14surp_c","[-643.  -74.]",-643,-74,"p225",NA,NA,NA,"adults","adults","surp","surp"
"225",25,"Sort2","M02ang_c","[  72.  373.]",72,373,"p225",NA,NA,NA,"adults","adults","ang","ang"
"225",25,"Sort2","F01fear_c","[  72. -372.]",72,-372,"p225",NA,NA,NA,"adults","adults","fear","fear"
"225",25,"Sort2","F22sad_c","[ -71.  373.]",-71,373,"p225",NA,NA,NA,"adults","adults","sad","sad"
"225",25,"Sort2","M04disg_c","[ -71. -372.]",-71,-372,"p225",NA,NA,NA,"adults","adults","disg","disg"
"225",25,"Sort2","M03calm_c","[ 644.  -74.]",644,-74,"p225",NA,NA,NA,"adults","adults","calm","calm"
"225",25,"Sort2","M14neut_o","[-643.  224.]",-643,224,"p225",NA,NA,NA,"adults","adults","neut","neut"
"225",25,"Sort2","F07neut_c","[ 644. -372.]",644,-372,"p225",NA,NA,NA,"adults","adults","neut","neut"
"225",25,"Sort2","F13exc_o","[ 644.  224.]",644,224,"p225",NA,NA,NA,"adults","adults","exc","exc"
"225",25,"Sort2","F04ang_o","[-214. -372.]",-214,-372,"p225",NA,NA,NA,"adults","adults","ang","ang"
"225",25,"Sort2","M12hap_o","[ 501.  224.]",501,224,"p225",NA,NA,NA,"adults","adults","hap","hap"
"225",25,"Sort2","F10disg_o","[-214. -223.]",-214,-223,"p225",NA,NA,NA,"adults","adults","disg","disg"
"225",25,"Sort2","M15surp_o","[-500.   75.]",-500,75,"p225",NA,NA,NA,"adults","adults","surp","surp"
"225",25,"Sort2","M17sad_o","[ 215.  373.]",215,373,"p225",NA,NA,NA,"adults","adults","sad","sad"
"225",25,"Sort2","M05exc_c","[ 501.   75.]",501,75,"p225",NA,NA,NA,"adults","adults","exc","exc"
"225",25,"Sort2","F17calm_o","[ 644.  373.]",644,373,"p225",NA,NA,NA,"adults","adults","calm","calm"
"226",26,"Practice","bird","[-357.  224.]",-357,224,"p226",NA,NA,NA,"adults","adults","bird","animal"
"226",26,"Practice","table","[ 358.  224.]",358,224,"p226",NA,NA,NA,"adults","adults","table","furniture"
"226",26,"Practice","car","[ 215. -223.]",215,-223,"p226",NA,NA,NA,"adults","adults","car","vehicle"
"226",26,"Practice","bus","[  72. -223.]",72,-223,"p226",NA,NA,NA,"adults","adults","bus","vehicle"
"226",26,"Practice","squirrel","[-357.   75.]",-357,75,"p226",NA,NA,NA,"adults","adults","squirrel","animal"
"226",26,"Sort1","M07exc_c","[-500.  373.]",-500,373,"p226",NA,NA,NA,"adults","adults","exc","exc"
"226",26,"Sort1","M07neut_c","[-500. -223.]",-500,-223,"p226",NA,NA,NA,"adults","adults","neut","neut"
"226",26,"Sort1","M07disg_o","[  72. -372.]",72,-372,"p226",NA,NA,NA,"adults","adults","disg","disg"
"226",26,"Sort1","M07hap_c","[-357.  373.]",-357,373,"p226",NA,NA,NA,"adults","adults","hap","hap"
"226",26,"Sort1","M07disg_c","[ 358.  -74.]",358,-74,"p226",NA,NA,NA,"adults","adults","disg","disg"
"226",26,"Sort1","M07neut_o","[-500. -372.]",-500,-372,"p226",NA,NA,NA,"adults","adults","neut","neut"
"226",26,"Sort1","M07sad_c","[ 358.  224.]",358,224,"p226",NA,NA,NA,"adults","adults","sad","sad"
"226",26,"Sort1","M07surp_c","[-500.   75.]",-500,75,"p226",NA,NA,NA,"adults","adults","surp","surp"
"226",26,"Sort1","M07hap_o","[-214.  373.]",-214,373,"p226",NA,NA,NA,"adults","adults","hap","hap"
"226",26,"Sort1","M07ang_c","[ 215.  -74.]",215,-74,"p226",NA,NA,NA,"adults","adults","ang","ang"
"226",26,"Sort1","M07fear_c","[-357. -223.]",-357,-223,"p226",NA,NA,NA,"adults","adults","fear","fear"
"226",26,"Sort1","M07exc_o","[ 215. -372.]",215,-372,"p226",NA,NA,NA,"adults","adults","exc","exc"
"226",26,"Sort1","M07fear_o","[ 215.  224.]",215,224,"p226",NA,NA,NA,"adults","adults","fear","fear"
"226",26,"Sort1","M07ang_o","[ 72. -74.]",72,-74,"p226",NA,NA,NA,"adults","adults","ang","ang"
"226",26,"Sort1","M07calm_o","[-357.   75.]",-357,75,"p226",NA,NA,NA,"adults","adults","calm","calm"
"226",26,"Sort1","M07calm_c","[-214.   75.]",-214,75,"p226",NA,NA,NA,"adults","adults","calm","calm"
"226",26,"Sort1","M07surp_o","[ -71.  373.]",-71,373,"p226",NA,NA,NA,"adults","adults","surp","surp"
"226",26,"Sort1","M07sad_o","[ 501.  224.]",501,224,"p226",NA,NA,NA,"adults","adults","sad","sad"
"226",26,"Sort2","F10disg_o","[ 215.  -74.]",215,-74,"p226",NA,NA,NA,"adults","adults","disg","disg"
"226",26,"Sort2","F14surp_c","[ 215.  224.]",215,224,"p226",NA,NA,NA,"adults","adults","surp","surp"
"226",26,"Sort2","M12hap_o","[-500.  373.]",-500,373,"p226",NA,NA,NA,"adults","adults","hap","hap"
"226",26,"Sort2","M05exc_c","[-357.  373.]",-357,373,"p226",NA,NA,NA,"adults","adults","exc","exc"
"226",26,"Sort2","F07neut_c","[-500.   75.]",-500,75,"p226",NA,NA,NA,"adults","adults","neut","neut"
"226",26,"Sort2","F01fear_c","[-357.   75.]",-357,75,"p226",NA,NA,NA,"adults","adults","fear","fear"
"226",26,"Sort2","F22sad_c","[-214. -372.]",-214,-372,"p226",NA,NA,NA,"adults","adults","sad","sad"
"226",26,"Sort2","M08fear_o","[ 358.  224.]",358,224,"p226",NA,NA,NA,"adults","adults","fear","fear"
"226",26,"Sort2","M04disg_c","[ -71. -372.]",-71,-372,"p226",NA,NA,NA,"adults","adults","disg","disg"
"226",26,"Sort2","F17calm_o","[-214.  373.]",-214,373,"p226",NA,NA,NA,"adults","adults","calm","calm"
"226",26,"Sort2","M02ang_c","[ 72. -74.]",72,-74,"p226",NA,NA,NA,"adults","adults","ang","ang"
"226",26,"Sort2","M03calm_c","[-357.  -74.]",-357,-74,"p226",NA,NA,NA,"adults","adults","calm","calm"
"226",26,"Sort2","F13exc_o","[ -71.  373.]",-71,373,"p226",NA,NA,NA,"adults","adults","exc","exc"
"226",26,"Sort2","F04ang_o","[ 358.  -74.]",358,-74,"p226",NA,NA,NA,"adults","adults","ang","ang"
"226",26,"Sort2","M14neut_o","[ 501.  224.]",501,224,"p226",NA,NA,NA,"adults","adults","neut","neut"
"226",26,"Sort2","F15hap_c","[-643.  373.]",-643,373,"p226",NA,NA,NA,"adults","adults","hap","hap"
"226",26,"Sort2","M15surp_o","[ 644.  224.]",644,224,"p226",NA,NA,NA,"adults","adults","surp","surp"
"226",26,"Sort2","M17sad_o","[  72. -372.]",72,-372,"p226",NA,NA,NA,"adults","adults","sad","sad"
"227",27,"Practice","table","[-643.  373.]",-643,373,"p227",NA,NA,NA,"adults","adults","table","furniture"
"227",27,"Practice","bus","[ 644. -372.]",644,-372,"p227",NA,NA,NA,"adults","adults","bus","vehicle"
"227",27,"Practice","car","[ 358. -372.]",358,-372,"p227",NA,NA,NA,"adults","adults","car","vehicle"
"227",27,"Practice","bird","[ 644.  373.]",644,373,"p227",NA,NA,NA,"adults","adults","bird","animal"
"227",27,"Practice","squirrel","[ 215.   75.]",215,75,"p227",NA,NA,NA,"adults","adults","squirrel","animal"
"227",27,"Sort1","M07ang_c","[-643. -372.]",-643,-372,"p227",NA,NA,NA,"adults","adults","ang","ang"
"227",27,"Sort1","M07calm_o","[-643.  373.]",-643,373,"p227",NA,NA,NA,"adults","adults","calm","calm"
"227",27,"Sort1","M07surp_c","[ 644. -223.]",644,-223,"p227",NA,NA,NA,"adults","adults","surp","surp"
"227",27,"Sort1","M07exc_o","[ 644. -372.]",644,-372,"p227",NA,NA,NA,"adults","adults","exc","exc"
"227",27,"Sort1","M07exc_c","[-643.  224.]",-643,224,"p227",NA,NA,NA,"adults","adults","exc","exc"
"227",27,"Sort1","M07sad_o","[ 644.  373.]",644,373,"p227",NA,NA,NA,"adults","adults","sad","sad"
"227",27,"Sort1","M07calm_c","[-500.  373.]",-500,373,"p227",NA,NA,NA,"adults","adults","calm","calm"
"227",27,"Sort1","M07neut_o","[ 644.  224.]",644,224,"p227",NA,NA,NA,"adults","adults","neut","neut"
"227",27,"Sort1","M07neut_c","[ 501. -372.]",501,-372,"p227",NA,NA,NA,"adults","adults","neut","neut"
"227",27,"Sort1","M07disg_o","[-357.  -74.]",-357,-74,"p227",NA,NA,NA,"adults","adults","disg","disg"
"227",27,"Sort1","M07hap_o","[-500.  224.]",-500,224,"p227",NA,NA,NA,"adults","adults","hap","hap"
"227",27,"Sort1","M07surp_o","[-357.  373.]",-357,373,"p227",NA,NA,NA,"adults","adults","surp","surp"
"227",27,"Sort1","M07fear_o","[ 501.  224.]",501,224,"p227",NA,NA,NA,"adults","adults","fear","fear"
"227",27,"Sort1","M07ang_o","[-500. -372.]",-500,-372,"p227",NA,NA,NA,"adults","adults","ang","ang"
"227",27,"Sort1","M07disg_c","[ -71. -372.]",-71,-372,"p227",NA,NA,NA,"adults","adults","disg","disg"
"227",27,"Sort1","M07hap_c","[-214.  373.]",-214,373,"p227",NA,NA,NA,"adults","adults","hap","hap"
"227",27,"Sort1","M07fear_c","[ 501.  373.]",501,373,"p227",NA,NA,NA,"adults","adults","fear","fear"
"227",27,"Sort1","M07sad_c","[  72. -372.]",72,-372,"p227",NA,NA,NA,"adults","adults","sad","sad"
"227",27,"Sort2","F17calm_o","[-643.  373.]",-643,373,"p227",NA,NA,NA,"adults","adults","calm","calm"
"227",27,"Sort2","M14neut_o","[-643. -223.]",-643,-223,"p227",NA,NA,NA,"adults","adults","neut","neut"
